GeneID	Annotation	Class
Tb927.8.620	KREPA3	Mito.RNA
Tb927.10.5110	KREPA4	Mito.RNA
Tb927.8.680	KREPA5	Mito.RNA
Tb927.10.5120	KREPA6	Mito.RNA
Tb927.11.2990	KREPB4	Mito.RNA
Tb927.11.940	KREPB5	Mito.RNA
Tb927.3.3990	KREPB6	Mito.RNA
Tb927.9.5630	KREPB7	Mito.RNA
Tb927.8.5690	KREPB8	Mito.RNA
Tb927.7.1550	KRET2	Mito.RNA
Tb927.7.1070	KREX1	Mito.RNA
Tb927.10.3570	KREX2	Mito.RNA
Tb927.11.8870	mitochondrial DEAD box protein,KREH1 (KREH1)	Mito.RNA
Tb927.11.5780	mitochondrial DNA-directed RNA polymerase (MTRNAP)	Mito.RNA
Tb927.1.1330	Mitochondrial Editosome-like Complex TUTase (MEAT1)	Mito.RNA
Tb927.9.7210	mitochondrial exoribonuclease DSS-1	Mito.RNA
Tb927.11.2530	Mitochondrial SSU ribosomal protein, putative	Mito.RNA
Tb927.11.9140	mitochondrial RNA binding complex 1 subunit (MRB0880)	Mito.RNA
Tb927.3.1820	mitochondrial RNA binding complex 1 subunit (MRB1820)	Mito.RNA
Tb927.4.4150	mitochondrial RNA binding complex 1 subunit (MRB4150)	Mito.RNA
Tb927.11.15640	mitochondrial RNA binding complex 1 subunit (MERS1)	Mito.RNA
Tb927.6.2140	hypothetical protein, conserved	Mito.RNA
Tb927.10.11870	mitochondrial RNA binding protein (MRB11870)	Mito.RNA
Tb927.8.2740	mitochondrial RNA binding protein (TbRBP38)	Mito.RNA
Tb927.11.5500	mitochondrial RNA binding protein 1 KRIPP1 (PPR)	Mito.RNA
Tb927.11.1710	mitochondrial RNA binding protein 1,gBP21, MRP1 (GBP21)	Mito.RNA
Tb927.11.13280	mitochondrial RNA binding protein 2 (GBP25)	Mito.RNA
Tb927.11.16860	mitochondrial RNA binding protein (MRB8620)	Mito.RNA
Tb927.11.7900	mitochondrial RNA binding protein 16 (RBP16)	Mito.RNA
Tb927.11.8400	Mitochondrial RNA processing endonuclease 1 (mRPN1)	Mito.RNA
Tb927.10.6850	Mitochondrial ribosomal protein S18, putative (MRPS18)	Mito.RNA
Tb927.10.10130	mitochondrial RNA binding complex 1 subunit (MRB10130)	Mito.RNA
Tb11.02.5390	mRNA processing protein, putative	Mito.RNA
Tb927.5.3010	MRB1 complex subunit MRB3010 (MRB3010)	Mito.RNA
Tb927.2.1860	mitochondrial RNA binding complex 1 subunit (MRB1860)	Mito.RNA
Tb927.2.6070	mitochondrial RNA binding complex 1 subunit (MRB6070)	Mito.RNA
Tb927.3.1590	mitochondrial RNA binding complex 1 subunit (MRB1590)	Mito.RNA
Tb927.7.800	mitochondrial RNA binding complex 1 subunit (MRB800)	Mito.RNA
Tb927.1.3010	mRNA processing protein, putative	Mito.RNA
Tb927.2.3800	mRNA processing protein, putative GAP1 MRB complex protein	Mito.RNA
Tb927.11.15650	poly(A) polymerase, mitochondrial, putative	Mito.RNA
Tb927.10.10830	RGG2, MRB complex component	Mito.RNA
Tb927.5.1710	ribonucleoprotein p18, mitochondrial precursor, putative	Mito.RNA
Tb927.4.1500	RNA editing associated helicase 2 (REH2) MRB 1 subunit	Mito.RNA
Tb927.1.1690	RNA editing endoribonuclease (KREN1)	Mito.RNA
Tb927.10.5440	RNA editing endoribonuclease (KREN2)	Mito.RNA
Tb927.10.5320	RNA editing endoribonuclease (KREN3)	Mito.RNA
Tb927.4.1990	RNA helicase, SUV3 homologue, putative,in mitochondrion	Mito.RNA
Tb927.7.3950	RNA-editing 3' terminal uridylyl transferase 1,KRET1 (KRET1)	Mito.RNA
Tb927.2.2470	RNA-editing complex protein,KREPA1 (KREPA1)	Mito.RNA
Tb927.10.9720	RNA-editing-associated protein 1, oligo (U) binding protein (REAP-1)	Mito.RNA
Tb927.2.3180	kinetoplast polyadenylation/uridylation factor 1 (KPAF1)	Mito.RNA
Tb927.6.2230	TbRGG1	Mito.RNA
Tb927.4.750	50S ribosomal protein L7Ae, putative	Mito.translation
Tb927.4.2720	ATP dependent DEAD-box helicase (RH)	Mito.translation
Tb927.6.2480	chaperone protein DNAj, associated with Mitchondrial LSU ribosome	Mito.translation
Tb927.10.5010	EF-G1 Mitochondrial elongation factor G	Mito.translation
Tb927.3.3630	EF-TS Mitochondrial elongation factor ts	Mito.translation
Tb927.10.13360	EF-Tu Mitochondrial elongation factor Tu	Mito.translation
Tb927.3.4550	KRIPP6/TbPPR6 Kinetoplast ribosomal PPR-repeat containing protein	Mito.translation
Tb927.4.4720	KRIPP7/TbPPR7 Kinetoplast ribosomal PPR-repeat containing protein	Mito.translation
Tb927.10.11050	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.10.11350	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.10.12050	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.10.1870	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.10.600	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.10.7380	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.11.10050	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.11.10080	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.11.10170	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.11.10570	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.11.11630	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.11.14980	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.11.15500	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.11.1630	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.11.3640	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.11.4650	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.11.5880	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.11.5990	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.11.6000	Mitchondrial LSU ribosomal protein L4	Mito.translation
Tb927.11.870	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.11.9830	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.3.1710	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.3.820	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.4.1810	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.4.4600	Mitchondrial LSU ribosomal protein L51/S25	Mito.translation
Tb927.4.4610	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.5.2070	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.5.3110	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.5.3410	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.5.3870	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.5.3980	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.5.4120	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.6.1440	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.6.3600	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.6.3930	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.6.4040	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.6.4080	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.6.4200	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.7.2760	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.7.3460	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.7.3510	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.7.4140	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.7.4550	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.7.4710	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.7.6800	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.7.7010	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.8.1880	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.8.2760	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.8.3170	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.8.3300	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.9.12850	SpoU rRNA Methylase family, putative	Mito.translation
Tb927.9.14050	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.9.3640	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.9.7170	Mitchondrial LSU ribosomal protein L47	Mito.translation
Tb927.9.8290	Mitchondrial LSU ribosomal protein	Mito.translation
Tb927.8.5860	Mitchondrial LSU ribosomal protein 50S ribosomal protein L17, putative	Mito.translation
Tb927.4.1070	Mitchondrial LSU ribosomal protein L13, putative	Mito.translation
Tb927.4.930	Mitchondrial LSU ribosomal protein L14, putative	Mito.translation
Tb927.7.3960	Mitchondrial LSU ribosomal protein L16, putative	Mito.translation
Tb927.5.3360	Mitchondrial LSU ribosomal protein L2, putative	Mito.translation
Tb927.11.9450	Mitchondrial LSU ribosome-associated cyclophilin type peptidyl-prolyl cis-trans isomerase, putative (PPIase)	Mito.translation
Tb927.7.3430	Mitchondrial LSU ribosome-associated cyclophilin type peptidyl-prolyl cis-trans isomerase, putative (PPIase)	Mito.translation
Tb927.7.3050	Mitchondrial SSU ribosomal associated	Mito.translation
Tb927.7.3240	Mitchondrial SSU ribosomal associated	Mito.translation
Tb927.8.5200	Mitchondrial SSU ribosomal associated	Mito.translation
Tb927.9.11120	Mitchondrial SSU ribosomal associated	Mito.translation
Tb927.9.6510	Mitchondrial SSU ribosomal associated	Mito.translation
Tb927.5.4040	Mitchondrial SSU ribosomal associated (coiled coil)	Mito.translation
Tb927.11.11470	Mitchondrial SSU ribosomal associated KRIPP14 (PPR)	Mito.translation
Tb927.6.2080	Mitchondrial SSU ribosomal associated KRIPP22 (PPR)	Mito.translation
Tb927.3.5240	Mitchondrial SSU ribosomal associated KRIPP8 (PPR)	Mito.translation
Tb927.8.5280	Mitchondrial SSU ribosomal associated TbMRPS34	Mito.translation
Tb927.6.4930	Mitchondrial SSU ribosomal associated, thiosulfate sulfurtransferase	Mito.translation
Tb927.1.1200	Mitchondrial SSU ribosomal protein	Mito.translation
Tb927.10.11260	Mitchondrial SSU ribosomal protein	Mito.translation
Tb927.10.11820	Mitchondrial SSU ribosomal protein	Mito.translation
Tb927.10.13820	Mitchondrial SSU ribosomal protein	Mito.translation
Tb927.10.16090	Mitchondrial SSU ribosomal protein	Mito.translation
Tb927.10.2800	Mitchondrial SSU ribosomal protein	Mito.translation
Tb927.10.3250	Mitchondrial SSU ribosomal protein	Mito.translation
Tb927.10.3580	Mitchondrial SSU ribosomal protein	Mito.translation
Tb927.11.10150	Mitchondrial SSU ribosomal protein, Enoyl-CoA hydratase/isomerase family, putative	Mito.translation
Tb927.11.10400	Mitchondrial SSU ribosomal protein	Mito.translation
Tb927.11.11870	Mitchondrial SSU ribosomal protein	Mito.translation
Tb927.11.5060	Mitchondrial SSU ribosomal protein RSM22	Mito.translation
Tb927.11.7790	Mitchondrial SSU ribosomal protein	Mito.translation
Tb927.2.4400	Mitchondrial SSU ribosomal protein	Mito.translation
Tb927.3.2260	Mitchondrial SSU ribosomal protein	Mito.translation
Tb927.3.770	Mitchondrial SSU ribosomal protein	Mito.translation
Tb927.3.970	Mitchondrial SSU ribosomal protein	Mito.translation
Tb927.4.3690	Mitchondrial SSU ribosomal protein, Iron/manganese superoxide dismutases, C-terminal domain containing protein, putative	Mito.translation
Tb927.5.1510	Mitchondrial SSU ribosomal protein	Mito.translation
Tb927.5.1790	Mitchondrial SSU ribosomal protein	Mito.translation
Tb927.5.3640	Mitchondrial SSU ribosomal protein	Mito.translation
Tb927.6.4560	Mitchondrial SSU ribosomal protein	Mito.translation
Tb927.6.4580	Mitchondrial SSU ribosomal protein	Mito.translation
Tb927.7.2620	Mitchondrial SSU ribosomal protein	Mito.translation
Tb927.8.1430	Mitchondrial SSU ribosomal protein	Mito.translation
Tb927.8.4550	Mitchondrial SSU ribosomal protein	Mito.translation
Tb927.8.4860	Mitchondrial SSU ribosomal protein	Mito.translation
Tb927.9.11880	Mitchondrial SSU ribosomal protein	Mito.translation
Tb927.9.13780	Mitchondrial SSU ribosomal protein	Mito.translation
Tb927.9.5280	Mitchondrial SSU ribosomal protein	Mito.translation
Tb927.10.10400	Mitchondrial SSU ribosomal protein S11	Mito.translation
Tb927.6.1250	Mitchondrial SSU ribosomal protein S29	Mito.translation
Tb927.10.6300	Mitchondrial SSU ribosomal protein S5	Mito.translation
Tb927.8.3110	Mitchondrial SSU ribosomal protein S9/S16	Mito.translation
Tb927.9.11280	Mitchondrial SSU ribosomal S17, putative	Mito.translation
Tb927.10.13300	Mitchondrial SSU ribosomal S8, putative	Mito.translation
Tb927.2.4740	Mitochondrial LSU ribosomal protein L11	Mito.translation
Tb927.1.2990	PPR2	Mito.translation
Tb927.1.1160	PPR3	Mito.translation
Tb927.10.13200	PPR4	Mito.translation
Tb927.10.380	PPR5 mitochondrial RNA binding protein 1	Mito.translation
Tb927.3.1070	RF1 Mitochondrial peptide chain release factor 1	Mito.translation
Tb927.3.5610	ribosomal protein L3 mitochondrial, putative	Mito.translation
Tb927.10.15650	tRNA pseudouridine synthase A-like protein	Mito.translation
Tb927.9.12120	mitochondrial carrier protein, MCP1	Mito.transport
Tb927.11.270	mitochondrial carrier protein, MCP10	Mito.transport
Tb927.9.10310	mitochondrial carrier protein, MCP11	Mito.transport
Tb927.10.12840	mitochondrial carrier protein, MCP12	Mito.transport
Tb927.2.2970	mitochondrial carrier protein, MCP13	Mito.transport
Tb927.10.13120	mitochondrial carrier protein, MCP14	Mito.transport
Tb927.8.1310	mitochondrial carrier protein, MCP15	Mito.transport
Tb927.7.3940	mitochondrial carrier protein, MCP16	Mito.transport
Tb927.3.2980	mitochondrial carrier protein, MCP17	Mito.transport
Tb927.8.3330	mitochondrial carrier protein, MCP18	Mito.transport
Tb927.8.4440	mitochondrial carrier protein, MCP19	Mito.transport
Tb927.10.14280	mitochondrial carrier protein, MCP20	Mito.transport
Tb927.11.13440	mitochondrial carrier protein, MCP21	Mito.transport
Tb927.5.1550	mitochondrial carrier protein, MCP23	Mito.transport
Tb927.8.5810	mitochondrial carrier protein, MCP24	Mito.transport
Tb927.9.11040	mitochondrial carrier protein, MCP3	Mito.transport
Tb927.10.4910	mitochondrial carrier protein, MCP4	Mito.transport
Tb927.10.14840	mitochondrial carrier protein, MCP5c	Mito.transport
Tb927.4.1660	mitochondrial carrier protein, MCP6	Mito.transport
Tb927.10.15710	mitochondrial carrier protein, MCP7	Mito.transport
Tb927.10.10440	mitochondrial carrier protein, MCP8	Mito.transport
Tb927.11.5290	mitochondrial carrier protein, MCP9	Mito.transport
Tb927.11.14340	exportin 1 (XPO1)	Nuclear.transport
Tb927.3.1120	Ran or RTB2	Nuclear.transport
Tb927.11.15370	hypothetical protein, conserved (TbKap123)	Nuclear.transport
Tb927.10.7630	hypothetical protein, conserved,transportin2- like protein	Nuclear.transport
Tb927.6.2640	importin alpha subunit, putative (TbKap60)	Nuclear.transport
Tb927.10.2900	importin beta-1 subunit, putative	Nuclear.transport
Tb927.6.4740	importin-alpha re-exporter protein, putative	Nuclear.transport
Tb927.10.2370	LA	Nuclear.transport
Tb927.6.4950	mago nashi-like protein, putative	Nuclear.transport
Tb927.11.2370	MEX67	Nuclear.transport
Tb927.11.3550	NPA3/XAB1 homologue, interacts with XPA and with RNA pol II, required for pol II import into the nucleus.	Nuclear.transport
Tb927.10.2240	NTF2-like domain, in Y14 TAP	Nuclear.transport
Tb927.10.15210	nuclear cap binding complex subunit CBP30	Nuclear.transport
Tb927.6.1970	nuclear cap binding protein CBC20	Nuclear.transport
Tb927.7.5760	MTR2	Nuclear.transport
Tb927.8.4280	nuclear transport factor 2, putative	Nuclear.transport
Tb927.10.8170	TbNup144 Outer-inner connect	Nuclear.transport
Tb927.11.15990	TbNup109 Outer ring	Nuclear.transport
Tb927.9.14240	TbNup82 Outer ring	Nuclear.transport
Tb927.11.330	TbNup110 Basket	Nuclear.transport
Tb927.9.1340	TbNup92 Basket	Nuclear.transport
Tb927.7.2300	TbNup132 Outer ring	Nuclear.transport
Tb927.4.2880	TbNup225 Inner ring	Nuclear.transport
Tb927.11.15560	TbNup53a Inner ring FG Nup facing both sides	Nuclear.transport
Tb927.3.3540	TbNup53b Inner ring, FG Nup facing both sides	Nuclear.transport
Tb927.11.2670	Nucleoporin (TbNup59)	Nuclear.transport
Tb927.4.4310	TbNup64 Connect inner-outer, FG, symmetrical, paralogue pf Nup75	Nuclear.transport
Tb927.8.8050	TbNup75 Connect inner-outer, FG, symmetrical, paralogue pf Nup64	Nuclear.transport
Tb927.11.2950	TbNup89 Outer ring	Nuclear.transport
Tb927.11.4540	TbNup48 Connect to basket	Nuclear.transport
Tb927.10.7060	TbNup96 Inner ring	Nuclear.transport
Tb927.10.8910	TbNup181 Inner ring	Nuclear.transport
Tb927.9.3760	poly(A) export protein, putative (TbGLE2)	Nuclear.transport
Tb927.11.3380	RanBP1 Ran-binding protein 1	Nuclear.transport
Tb927.8.3370	Ran guanine nucleotide release factor homologue	Nuclear.transport
Tb927.11.9800	serine peptidase, Clan SP, family S59, putative Nucleoporin	Nuclear.transport
Tb927.2.2240	tRNA exportin, putative,exportin-T, putative (25N14.145)	Nuclear.transport
Tb927.7.1170	Y14	Nuclear.transport
Tb927.7.1780	Adenine phosphoribosyltransferase, putative	Nucleotides
Tb927.7.1790	Adenine phosphoribosyltransferase, putative	Nucleotides
Tb927.7.4480	adenosine 5'-monophosphoramidase, putative	Nucleotides
Tb927.10.10810	adenosine deaminase-like protein	Nucleotides
Tb927.6.2300	adenosine kinase, putative	Nucleotides
Tb927.9.7180	adenosine monophosphate deaminase, putative,AMP deaminase, putative	Nucleotides
Tb927.5.286b	adenosine transporter 1 (AT1)	Nucleotides
Tb927.3.590	adenosine transporter, putative	Nucleotides
Tb927.9.8450	adenylate, cytidylate and uridylate kinase (ADKG)	Nucleotides
Tb927.10.2530	adenylate kinase, putative (ADKF)	Nucleotides
Tb927.10.2540	adenylate kinase, putative (ADKC)	Nucleotides
Tb927.10.5760	adenylate kinase, glycosomal (ADKD)	Nucleotides
Tb927.10.830	adenylate kinase, putative (ADKB)	Nucleotides
Tb927.2.5660	adenylate kinase, putative (ADKA)	Nucleotides
Tb927.5.3970	adenylate kinase, putative (ADKE)	Nucleotides
Tb927.9.7550	adenylosuccinate lyase, putative	Nucleotides
Tb927.11.3650	adenylosuccinate synthetase, putative	Nucleotides
Tb927.11.15750	AMP deaminase, putative	Nucleotides
Tb927.11.3850	AMP deaminase, putative	Nucleotides
Tb927.9.9740	AMP deaminase, putative	Nucleotides
Tb927.5.3820	aspartate carbamoyltransferase, putative	Nucleotides
Tb927.8.2980	Bis(5'-adenosyl)-triphosphatase, putative	Nucleotides
Tb927.1.1240	CTP synthase	Nucleotides
Tb927.9.3000	cytidine deaminase, putative	Nucleotides
Tb927.7.5160	deoxyuridine triphosphatase, putative,dUTP diphosphatase	Nucleotides
Tb927.7.2100	GMP synthase	Nucleotides
Tb927.5.4560	guanine deaminase, putative	Nucleotides
Tb927.5.2080	guanosine monophosphate reductase, putative	Nucleotides
Tb927.10.11700	guanylate kinase, putative	Nucleotides
Tb927.10.6810	guanylate kinase, putative	Nucleotides
Tb927.6.3210	adenylate kinase in T. cruzi, nuclear	Nucleotides
Tb927.10.1470	hypoxanthine-guanine phosphoribosyltransferase (HGPRT)	Nucleotides
Tb927.10.1390	hypoxanthine-guanine phosphoribosyltransferase, putative	Nucleotides
Tb927.10.16120	inosine-5'-monophosphate dehydrogenase,IMP dehydrogenase	Nucleotides
Tb927.3.2960	inosine-adenosine-guanosine-nucleosidehydrolase (IAGNH)	Nucleotides
Tb927.7.4570	inosine-guanine nucleoside hydrolase (IG-NH)	Nucleotides
Tb927.5.1360	nucleoside 2-deoxyribosyltransferase (NDRT)	Nucleotides
Tb927.11.16130	nucleoside diphosphate kinase (NDPK)	Nucleotides
Tb927.4.1720	nucleoside diphosphate kinase, putative	Nucleotides
Tb927.9.11260	nucleoside diphosphate kinase, putative	Nucleotides
Tb927.8.3800	nucleoside phosphatase, putative,guanosine diphosphatase, putative	Nucleotides
Tb927.9.15980	nucleoside transporter 1, putative	Nucleotides
