GeneID	Annotation	Class	ORFlength
Tb927.10.9760	alternative oxidase	Glucose.glycerol	1056
Tb927.10.9770	gamma-tubulin complex subunit GCP2	Cytoskeleton	2355
Tb927.10.9780	ATP-dependent DEAD/H RNA helicase, putative Mak5, ribosome biogenesis?	rRNA.tRNA.process	2637
Tb927.10.9790	hypothetical protein, conserved	ZUnknown	546
Tb927.10.980	RNA polymerase III transcription factor (TF)IIIC subunit, putative	ZUnknown	1821
Tb927.10.9810	hypothetical protein, conserved	Mito.pathway	906
Tb927.10.9820	metallo-peptidase, Clan MA(E) Family M3	Protease	2028
Tb927.10.9830	hypothetical protein, conserved	Mito.pathway	474
Tb927.10.9840	chaperone protein DNAj, putative	Chaperone	789
Tb927.10.9850	amino acid transporter, putative	Amino.acid.transport	1689
Tb927.10.9860	Mitochondrial N(5)-glutamine methyltransferase MTQ1, putative	Mito.pathway	1263
Tb927.10.9870	CMF12, possible component of motile flagella	Cytoskeleton	798
Tb927.10.9890	hypothetical protein, conserved, no domains	ZUnknown	2616
Tb927.10.990	hypothetical protein, conserved, predicted GPI anchor	Membrane.protein	1155
Tb927.10.9900	ABC1 protein, putative	Transporter	1548
Tb927.10.9910	PSP1 C-terminal conserved region, putative	ZUnknown	1350
Tb927.10.9920	hypothetical protein, conserved	ZUnknown	1233
Tb927.10.9930	PHD-zinc-finger like domain containing protein, putative	ZUnknown	1773
Tb927.10.9940	Predicted membrane protein, putative	ZUnknown	486
Tb927.10.9950	hypothetical protein, conserved	ZUnknown	1185
Tb927.10.9960	hypothetical protein, conserved	ZUnknown	1380
Tb927.10.9970	hypothetical protein, conserved	Mito.pathway	3075
Tb927.10.9980	hypothetical protein, conserved	ZUnknown	1026
Tb927.10.9990	non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family, putative	ZUnknown	606
Tb927.11.1180	CRK5 cdc2- like protein kinase	Protein.kinase	978
Tb927.11.14440	PPR repeat family, putative	ZUnknown	2469
Tb927.11.16200	microtubule-associated protein,corset-associated protein 17 (CAP17)	Cytoskeleton	399
Tb927.11.20730	Glycerophosphodiester diesterase, putative	Lipids	1044
Tb927.11.7190	hypothetical protein	ZUnknown	660
Tb927.11.7211	SNF2 DNA repair protein, putative	DNA	2859
Tb927.11.7212	hypothetical protein, conserved	ZUnknown	912
Tb927.11.7213	ERV46-like, ER-Golgi transport vesicles	Vesicular.transport	1176
Tb927.11.7218	Component of mitochondrial complex containing the MERS1 NUDIX hydrolase	Mito.RNA	2841
Tb927.11.7460	BiP	Vesicular.transport	1962
Tb927.11.7650	hypothetical protein	ZUnknown	1443
Tb927.11.7660	hypothetical protein	ZUnknown	1533
Tb927.11.7670	Cornifin (SPRR) family, putative	ZUnknown	1572
Tb927.11.7680	hypothetical protein, conserved	ZUnknown	1752
Tb927.11.7690	hypothetical protein	ZUnknown	2802
Tb927.11.7700	hypothetical protein	ZUnknown	726
Tb927.11.7910	hypothetical protein	ZUnknown	552
Tb927.2.1380	leucine-rich repeat protein (LRRP)	LRRP	2511
Tb927.2.1560	cyclophilin type peptidyl-prolyl cis-trans isomerase, putative (PPIase)	Chaperone	591
Tb927.2.1600	invariant surface glycoprotein, putative	ZUnknown	933
Tb927.2.1700	extracellular matrix structural protein, putative (ESP10)	ZUnknown	2289
Tb927.2.1720	hypothetical protein, conserved	ZUnknown	369
Tb927.2.1730	hypothetical protein, conserved	ZUnknown	813
Tb927.2.1740	hypothetical protein, conserved	ZUnknown	618
Tb927.2.1760	hypothetical protein, conserved	ZUnknown	2409
Tb927.2.1780	UDP-GlcNAc:PI a1-6 GlcNAc-transferase	Glycans	1368
Tb927.2.1790	hypothetical protein, conserved	ZUnknown	348
Tb927.2.1800	DNA polymerase delta catalytic subunit, putative (27H14.40)	DNA	3081
Tb927.2.1810	transcription silencer (ISWI)	Chromatin	3483
Tb927.2.1820	protein kinase, putative	Protein.kinase	1866
Tb927.2.1850	Tetratricopeptide repeat, putative	ZUnknown	1413
Tb927.2.1860	mitochondrial RNA binding complex 1 subunit (MRB1860)	Mito.RNA	2619
Tb927.2.1890	E2-like ubiquitin-conjugation enzyme (ATG3)	Ubiquitin.proteasome	879
Tb927.2.1920	ESAG5, putative	ESAG	1467
Tb927.2.2020	ESAG3, putative	ESAG	1080
Tb927.2.2090	hypothetical protein	ZUnknown	2937
Tb927.2.2120	NEK22 protein kinase	Protein.kinase	1362
Tb927.2.2130	small GTP-binding protein RAB6, putative (25N14.200)	Vesicular.transport	693
Tb927.2.2140	hypothetical protein, conserved	ZUnknown	327
Tb927.2.2160	paraflagellar rod protein PFC11	Cytoskeleton	990
Tb927.2.2180	RRP41B exosome protein PH subunit 	RNA.degradation	771
Tb927.2.2190	histone deacetylase 3 (DAC3 or HDAC3)	Chromatin	2058
Tb927.2.2200	hypothetical protein, conserved	ZUnknown	573
Tb927.2.2210	hypothetical protein, conserved	Mito.pathway	3120
Tb927.2.2220	hypothetical protein, conserved	ZUnknown	942
Tb927.2.2230	hypothetical protein, conserved, no domains, Kineto-specific	ZUnknown	1167
Tb927.2.2240	tRNA exportin, putative,exportin-T, putative (25N14.145)	Nuclear.transport	3627
Tb927.2.2260	ATM kinase	Signalling	12834
Tb927.2.2270	hypothetical protein, conserved	ZUnknown	690
Tb927.2.2340	Glycerophosphoryl diester phosphodiesterase family, putative	ZUnknown	3624
Tb927.2.2360	Ankyrin repeats (3 copies)/Zinc finger, C3HC4 type (RING finger), putative	ZUnknown	2043
Tb927.2.2370	Vps51/Vps67, putative	ZUnknown	4200
Tb927.2.2380	glycosyltransferase (GlcNAc), putative	ZUnknown	2625
Tb927.2.2390	hypothetical protein, conserved	ZUnknown	486
Tb927.2.2400	glycosyltransferase (GlcNAc), putative	ZUnknown	2250
Tb927.2.2410	hypothetical protein, conserved	ZUnknown	1944
Tb927.2.2430	CK2A2 casein kinase II	Protein.kinase	1119
Tb927.2.2440	proteasome regulatory non-ATPase subunit 6 (RPN6)	Ubiquitin.proteasome	1542
Tb927.2.2450	ribosomal RNA methyltransferase, putative (25N14.40)	rRNA.tRNA.process	1299
Tb927.2.2460	SUMO-conjugating enzyme e2, UBC9	Ubiquitin.proteasome	597
Tb927.2.2470	RNA-editing complex protein,KREPA1 (KREPA1)	Mito.RNA	2289
Tb927.2.2490	hypothetical protein	ZUnknown	831
Tb927.2.2500	hypothetical protein, conserved	ZUnknown	846
Tb927.2.2510	voltage-dependent anion-selective channel VDAC	Ions	813
Tb927.2.2530	hypothetical protein, conserved	ZUnknown	2313
Tb927.2.2540	Ribosome biogenesis protein SLX9, putative	ZUnknown	540
Tb927.2.2550	hypothetical protein, conserved	ZUnknown	1545
Tb927.2.2570	GAP2	Mito.RNA	501
Tb927.2.2580	hypothetical protein, conserved	ZUnknown	3174
Tb927.2.2590	hypothetical protein, conserved	ZUnknown	318
Tb927.2.2650	hypothetical protein, conserved	ZUnknown	10290
Tb927.2.2720	FlaK protein kinase, putative	Protein.kinase	4506
Tb927.2.2770	hypothetical protein, conserved	ZUnknown	378
Tb927.2.2830	hypothetical protein, conserved	ZUnknown	927
Tb927.2.2860	hypothetical protein, conserved	ZUnknown	1107
Tb927.2.2880	TPR repeat/Tetratricopeptide repeat, putative	ZUnknown	1293
Tb927.2.2900	ARP2/3 complex subunit, putative	Cytoskeleton	543
Tb927.2.2910	hypothetical protein, conserved	ZUnknown	1218
Tb927.2.2920	UAA transporter family, putative	ZUnknown	1347
Tb927.2.2940	hypothetical protein, conserved	Mito.pathway	900
Tb927.2.2950	Nop14-like family, putative	ZUnknown	2868
Tb927.2.2970	mitochondrial carrier protein, MCP13	Mito.transport	939
Tb927.2.2990	hypothetical protein, conserved	ZUnknown	1692
Tb927.2.3000	hypothetical protein, conserved	ZUnknown	1257
Tb927.2.3020	hypothetical protein, conserved	ZUnknown	3099
Tb927.2.3030	ATP-dependent Clp protease subunit, heat shock protein 78 (HSP78)	Chaperone	2439
Tb927.2.3080	fatty acid desaturase, putative,oleate desaturase, putative	Lipids	1227
Tb927.2.3090	hypothetical protein, conserved	ZUnknown	546
Tb927.2.3160	Gar1/Naf1 RNA binding region, putative	ZUnknown	1290
Tb927.2.3180	kinetoplast polyadenylation/uridylation factor 1 (KPAF1)	Mito.RNA	3012
Tb927.2.3190	Got1/Sft2-like family, putative	ZUnknown	468
Tb927.2.3330	hypothetical protein	ZUnknown	492
Tb927.2.3340	hypothetical protein	ZUnknown	648
Tb927.2.3370	UDP-Gal glycosyltransferase GT3	Glycans	1134
Tb927.2.3390	hypothetical protein, conserved	ZUnknown	2286
Tb927.2.3400	hypothetical protein, copurified with splicing complex	ZUnknown	1005
Tb927.2.3420	hypothetical protein, conserved	ZUnknown	276
Tb927.2.3480	hypothetical protein, conserved,transcription elongation factor s-II, putative (TFIIS2-2)	RNA.synthesis	1146
Tb927.2.3580	transcription elongation factor s-II, putative (TFIIS2-1)	RNA.synthesis	1404
Tb927.2.3610	Mitochondrial ATP synthase subunit, putative	Mito.pathway	435
Tb927.2.3620	GTP-binding elongation factor Tu family, putative	Translation	2418
Tb927.2.3660	paraflagellar rod protein PFC10	Cytoskeleton	10734
Tb927.2.3720	ubiquitin-conjugating enzyme, putative	Ubiquitin.proteasome	756
Tb927.2.3730	hypothetical protein, conserved	ZUnknown	1764
Tb927.2.3750	Domain of unknown function (DUF4520), putative	ZUnknown	2217
Tb927.2.3780	IF2 translation initiation factor IF-2, putative	Translation	2502
Tb927.2.3800	mRNA processing protein, putative GAP1 MRB complex protein	Mito.RNA	1479
Tb927.2.3880	HNRNPH	RNA.processing	1464
Tb927.2.3910	beta-ketoacyl synthase family protein, putative	Lipids	1503
Tb927.2.3920	Complex 1 protein (LYR family), putative	ZUnknown	486
Tb927.2.3930	DNA replication licensing factor MCM3	DNA	2439
Tb927.2.3960	chaperone protein DNAj, putative	Chaperone	693
Tb927.2.3970	hypothetical protein, conserved	ZUnknown	912
Tb927.2.3990	GRIP-related Arf-binding domain containing protein, putative	ZUnknown	3177
Tb927.2.4000	hypothetical protein, conserved	ZUnknown	2679
Tb927.2.4020	ubiquitin activating enzyme, putative	Ubiquitin.proteasome	1812
Tb927.2.4060	dynein intermediate chain IC 138	Cytoskeleton	2595
Tb927.2.4090	signal recognition particle receptor beta subunit, putative	ZUnknown	813
Tb927.2.4110	mitochondrial processing peptidase alpha subunit MPP alpha	Mito.biogenesis	1410
Tb927.2.4130	enoyl-CoA hydratase/Enoyl-CoA isomerase/3-hydroxyacyl-CoA dehydrogenase, putative	Lipids	2412
Tb927.2.4140	hypothetical protein, conserved	ZUnknown	2190
Tb927.2.4150	hypothetical protein, conserved	ZUnknown	960
Tb927.2.4160	hypothetical protein, conserved	ZUnknown	2508
Tb927.2.4200	protein kinase, putative	Protein.kinase	3114
Tb927.2.4210	glycosomal phosphoenolpyruvate carboxykinase (PEPCK)	Glucose.glycerol	1578
Tb927.2.4240	GTP binding protein, putative	Mito.pathway	1104
Tb927.2.4280	kinetoplastid-specific dual specificity phosphatase, putative	Phosphatase	3129
Tb927.2.4330	paraflagellar rod protein PFR5	Cytoskeleton	2289
Tb927.2.4340	hypothetical protein, conserved	ZUnknown	1293
Tb927.2.4370	trypanothione synthetase (TRYS)	Redox	1884
Tb927.2.4380	hypothetical protein, conserved	Mito.pathway	1236
Tb927.2.4390	endo/exonuclease Mre11 (MRE11)	DNA	2259
Tb927.2.4400	Mitchondrial SSU ribosomal protein	Mito.translation	3546
Tb927.2.4410	Eukaryotic protein of unknown function (DUF846), putative	ZUnknown	675
Tb927.2.4420	MIZ/SP-RING zinc finger, putative	ZUnknown	1134
Tb927.2.4440	hypothetical protein	ZUnknown	
Tb927.2.4445	hypothetical protein, conserved	ZUnknown	402
Tb927.2.4460	hypothetical protein, conserved	ZUnknown	1791
Tb927.2.4470	hypothetical protein, conserved	ZUnknown	2385
Tb927.2.4480	hypothetical protein, conserved	ZUnknown	591
Tb927.2.4510	CRK9	Cell.cycle	2325
Tb927.2.4520	hypothetical protein, conserved	ZUnknown	3765
Tb927.2.4530	intraflagellar transport protein IFT43	Cytoskeleton	714
Tb927.2.4540	Small nuclear ribonucleoprotein-associated protein B (TbSmB)	RNA.processing	330
Tb927.2.4550	SPB1 rRNA methyltransferase	rRNA.tRNA.process	2718
Tb927.2.4560	TBC-D2 likely GAP	Signalling	1689
Tb927.2.4580	UNC119 (unc119)	Cytoskeleton	591
Tb927.2.4590	branched-chain amino acid aminotransferase, putative	Amino.acids	1104
Tb927.2.4620	Transmembrane adaptor Erv26, putative	ZUnknown	639
Tb927.2.4650	hypothetical protein, conserved	ZUnknown	762
Tb927.2.4670	hypothetical protein, conserved	ZUnknown	1164
Tb927.2.4680	hypothetical protein, conserved	ZUnknown	1236
Tb927.2.4700	SDH8 succinate dehydrogenase (complex II) subunit	Mito.e.transport	456
Tb927.2.4710	TRRM1	RNA.processing	1326
Tb927.2.4720	dolichyl-P-Man:GDP-Man7GlcNAc2-PP-dolichyl alpha-1,6-mannosyltransferase, putative	Glycans	2277
Tb927.2.4740	Mitochondrial LSU ribosomal protein L11	Mito.translation	1029
Tb927.2.4750	hypothetical protein, conserved	ZUnknown	981
Tb927.2.4780	hypothetical protein, conserved	ZUnknown	2823
Tb927.2.4800	hypothetical protein, conserved	ZUnknown	1074
Tb927.2.4810	CMF5, T. brucei components of motile flagella (TbCMF5)	Cytoskeleton	4023
Tb927.2.4830	TFIIF-stimulated CTD phosphatase, putative	Protein.phosphatase	1011
Tb927.2.4840	Vitamin K epoxide reductase family, putative	ZUnknown	441
Tb927.2.4850	Phosducin, putative	ZUnknown	759
Tb927.2.4870	kinetoplastid-specific dual specificity phosphatase, putative	Phosphatase	909
Tb927.2.4930	esterase, putative	Enzyme	738
Tb927.2.4950	hypothetical protein, conserved	ZUnknown	4275
Tb927.2.4970	UV radiation resistance protein and autophagy-related subunit 14, putative	ZUnknown	1728
Tb927.2.4980	EMG1/NEP1 methyltransferase, putative	ZUnknown	840
Tb927.2.4990	hypothetical protein, conserved	ZUnknown	2487
Tb927.2.5000	hypothetical protein, conserved, no domains, no yeast or human match	ZUnknown	1221
Tb927.2.5010	Meiotic cell cortex C-terminal pleckstrin homology, putative	ZUnknown	1503
Tb927.2.5020	acyl-CoA oxidase, putative	Lipids	2187
Tb927.2.5030	transcription initiation protein, putative (30M24.65)	RNA.synthesis	2148
Tb927.2.5040	MORN repeat, putative	ZUnknown	528
Tb927.2.5050	protein phosphatase 2C, putative	Protein.phosphatase	960
Tb927.2.5060	GTP binding protein, putative	Enzyme	1185
Tb927.2.5070	hypothetical protein, conserved	ZUnknown	519
Tb927.2.5080	hypothetical protein, conserved	ZUnknown	1548
Tb927.2.5120	vesicle-associated membrane protein, in Tc vacuolar proteome	Vesicular.transport	666
Tb927.2.5130	hypothetical protein, conserved	ZUnknown	1173
Tb927.2.5140	hypothetical protein, conserved	ZUnknown	450
Tb927.2.5150	TPR-repeat protein, putative	ZUnknown	1470
Tb927.2.5160	chaperone protein DNAj, putative	Chaperone	1203
Tb927.2.5180	aldo-keto reductase, putative	Enzyme	1020
Tb927.2.5190	HOP2 putative homologue, involved in meiosis?	DNA	687
Tb927.2.5200	hypothetical protein, conserved, resembles human cholesterol esterase	Sterols	2142
Tb927.2.5210	3-oxoacyl-ACP reductase, putative	Lipids	726
Tb927.2.5220	hypothetical protein, conserved	ZUnknown	1056
Tb927.2.5230	protein kinase, putative	Protein.kinase	840
Tb927.2.5240	PRP19-like protein, putative (TbPRP19)	RNA.processing	1530
Tb927.2.5250	tubulin-tyrosine ligase, putative	Cytoskeleton	1182
Tb927.2.5260	hypothetical protein, conserved	ZUnknown	375
Tb927.2.5270	IAD-3 inner arm dynein heavy chain	Cytoskeleton	12741
Tb927.2.5280	trans-sialidase, putative (30J2.90)	Membrane.protein	2109
Tb927.2.5410	ABC transporter, putative	Transporter	3846
Tb927.2.5440	hypothetical protein, conserved	ZUnknown	2643
Tb927.2.5480	hypothetical protein, conserved	ZUnknown	2295
Tb927.2.5500	hypothetical protein, conserved	ZUnknown	645
Tb927.2.5530	POMP22	Mito.membrane	4569
Tb927.2.5540	hypothetical protein, conserved	ZUnknown	6183
Tb927.2.5660	adenylate kinase, putative (ADKA)	Nucleotides	783
Tb927.2.5710	hypothetical protein	ZUnknown	594
Tb927.2.5720	hypothetical protein, predicted by Mitocarta	ZUnknown	366
Tb927.2.5750	tyrosyl-DNA Phosphodiesterase (Tdp1), putative	DNA	1662
Tb927.2.5800	sedoheptulose-1,7-bisphosphatase (SBPase)	Glucose.glycerol	999
Tb927.2.5810	Holliday-junction resolvase-like of SPT6/SH2 domain containing protein, putative	ZUnknown	4632
Tb927.2.5820	hypothetical protein, conserved	ZUnknown	3246
Tb927.2.5830	hypothetical protein, conserved	ZUnknown	924
Tb927.2.5850	small nuclear ribonucleoprotein SmD2	RNA.processing	336
Tb927.2.5890	hypothetical protein, conserved	ZUnknown	1359
Tb927.2.5900	hypothetical protein, conserved	ZUnknown	3174
Tb927.2.5930	hypothetical protein, conserved	Mito.pathway	1572
Tb927.2.5950	hypothetical protein, conserved	ZUnknown	1593
Tb927.2.5970	hypothetical protein, conserved	ZUnknown	1263
Tb927.2.5980	ATP-dependent Clp protease subunit, heat shock protein 104 (HSP104)	Chaperone	2613
Tb927.2.6000	GPI phospholipase C	GPI.anchors	1077
Tb927.2.6050	coatamer beta-prime subunit beta prime COP	Vesicular.transport	2556
Tb927.2.6070	mitochondrial RNA binding complex 1 subunit (MRB6070)	Mito.RNA	858
Tb927.2.6080	hypothetical protein, conserved	ZUnknown	1587
Tb927.2.6100	hypothetical protein, conserved	ZUnknown	1464
Tb927.2.6130	ABC transporter, putative	Transporter	3021
Tb927.2.950	paraflagellar rod protein PFC13	Cytoskeleton	4185
Tb927.3.1000	frataxin	Mito.pathway	543
Tb927.3.1010	hypothetical protein, conserved, Trypanosoma-specific	ZUnknown	1803
Tb927.3.1020	hypothetical protein, conserved	ZUnknown	1482
Tb927.3.1030	RBP28	RNA.binding	1074
Tb927.3.1070	RF1 Mitochondrial peptide chain release factor 1	Mito.translation	1335
Tb927.3.1080	POMP23	Mito.membrane	756
Tb927.3.1090	small nuclear RNA (snRNA) U1-binding protein (TbU1-24K)	RNA.processing	639
Tb927.3.1100	exonuclease, putative	ZUnknown	1194
Tb927.3.1110	flagellar transport protein, putative (PIFTA1)	Cytoskeleton	1434
Tb927.3.1120	Ran or RTB2	Nuclear.transport	654
Tb927.3.1130	DNA polymerase delta subunit 2, putative	DNA	1701
Tb927.3.1140	Surp module, putative	ZUnknown	1173
Tb927.3.1150	Conserved hypothetical ATP binding protein, putative	ZUnknown	843
Tb927.3.1160	hypothetical protein, conserved	ZUnknown	744
Tb927.3.1170	TAP42-like family, putative	ZUnknown	1194
Tb927.3.1180	hypothetical protein, conserved	ZUnknown	2496
Tb927.3.1190	hypothetical protein, conserved	ZUnknown	6984
Tb927.3.1200	hypothetical protein, conserved	ZUnknown	2322
Tb927.3.1210	protein transport protein Sec24 (SEC24.1)	Vesicular.transport	2922
Tb927.3.1220	GIY-YIG catalytic domain containing protein, putative	ZUnknown	1536
Tb927.3.1230	Ribonuclease 3, putative	RNA.degradation	2847
Tb927.3.1240	protein phosphatase 2A, putative	Protein.phosphatase	972
Tb927.3.1250	DNA-directed RNA polymerase subunit, putative, (RPB10)	RNA.synthesis	255
Tb927.3.1260	hypothetical protein, conserved	ZUnknown	582
Tb927.3.1270	PRP38 family, putative	ZUnknown	1623
Tb927.3.1280	NPL4 family, putative	ZUnknown	1227
Tb927.3.1290	cullin 4B, putative	Ubiquitin.proteasome	2844
Tb927.3.1300	hypothetical protein, conserved, no domains, no yeast or human match	ZUnknown	1233
Tb927.3.1310	hypothetical protein, conserved	ZUnknown	3762
Tb927.3.1320	hypothetical protein, conserved	ZUnknown	3444
Tb927.3.1330	hypothetical protein, conserved	ZUnknown	4278
Tb927.3.1340	ZC3H7=CBP66, nuclear cap-binding complex	RNA.binding	1761
Tb927.3.1350	hypothetical protein, conserved	ZUnknown	2361
Tb927.3.1360	cytosine-specific DNA methylase, putative	DNA	1866
Tb927.3.1380	ATP synthase subunit beta, mitochondrial (ATPB)	Ox.phosphorylation	1560
Tb927.3.1390	LMBR1-like membrane protein, putative	ZUnknown	1437
Tb927.3.1400	alpha-tubulin N-acetyltransferase, putative	Cytoskeleton	1005
Tb927.3.1410	cytochrome oxidase subunit VII (COXVII)	Mito.e.transport	498
Tb927.3.1420	hypothetical protein, conserved, trypanosome-specific, C-terminal Kelch motif	Cytoskeleton	10779
Tb927.3.1430	chaperone protein DNAj, putative	Chaperone	1152
Tb927.3.1440	AAA ATPase, putative,Spastin, putative	Enzyme	2445
Tb927.3.1480	hypothetical protein, conserved	ZUnknown	888
Tb927.3.1490	leucine-rich repeat protein (LRRP)	LRRP	2451
