GeneID	Annotation	Class	TranscriptLength
Tb927.11.13950	Mut7-C RNAse domain containing protein, putative	ZUnknown	NA
Tb927.11.13960	LSm4	RNA.processing	NA
Tb927.11.13970	PAN3	RNA.degradation	NA
Tb927.11.13980	Outer row dynein-assembly protein 7 (ODA7)	ZUnknown	NA
Tb927.11.13990	GDP-L-fucose synthetase, putative	Glycans	NA
Tb927.11.1400	hypothetical protein, conserved	Mito.pathway	NA
Tb927.11.14010	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.14020	RNA-binding protein (NRBD2)	rRNA.tRNA.process	NA
Tb927.11.14030	CYC9	Cell.cycle	NA
Tb927.11.14040	RIC1, putative	ZUnknown	NA
Tb927.11.14050	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.14060	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.14070	RDK1 protein kinase	Protein.kinase	NA
Tb927.11.14080	CYC2, G1 cyclin	Cell.cycle	NA
Tb927.11.14090	DRBD18	RNA.binding	NA
Tb927.11.1410	class I transcription factor A, subunit 3 (CITFA-3)	RNA.synthesis	NA
Tb927.11.14100	DRBD4 (PTB2)	RNA.binding	NA
Tb927.11.14110	TFIIH basal transcription factor subunit (TSP2)	RNA.synthesis	NA
Tb927.11.14120	phenylalanyl-tRNA synthetase alpha chain, putative	Translation.tRNA	NA
Tb927.11.14140	ethanolamine-phosphate cytidylyltransferase (TbECT)	GPI.anchors	NA
Tb927.11.14150	27 / Snt309	RNA.processing	NA
Tb927.11.14160	Alpha/beta hydrolase family, putative	ZUnknown	NA
Tb927.11.14170	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.14180	CLASP N terminal, putative	ZUnknown	NA
Tb927.11.14190	Staphylococcal nuclease homologue/Tudor domain containing protein, putative	ZUnknown	NA
Tb927.11.1420	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.14200	ubiquitin-conjugating enzyme e2, putative	Ubiquitin.proteasome	NA
Tb927.11.14210	conserved protein	ZUnknown	NA
Tb927.11.14220	hypothetical protein, conserved, Phyre2 gives 97% probability of RNA-binding domain, on Diana polysomes	RNA.binding	NA
Tb927.11.14230	Vps23 core domain containing protein, putative	ZUnknown	NA
Tb927.11.14240	CAP116 Clathrin-associated protein	Vesicular.transport	NA
Tb927.11.14250	Tric complex epsilon subunit (TCP-1-epsilon)	Chaperone	NA
Tb927.11.14260	atypical dual specificity phosphatase, putative	Phosphatase	NA
Tb927.11.14270	protein kinase, putative	Protein.kinase	NA
Tb927.11.14280	septum formation protein MAF homologue, putative	ZUnknown	NA
Tb927.11.14290	vacuolar sorting protein, putative	Lysosome	NA
Tb927.11.1430	CMF2, T. brucei components of motile flagella (TbCMF2)	Cytoskeleton	NA
Tb927.11.14300	dynein intermediate chain IC70, putative	Cytoskeleton	NA
Tb927.11.14310	small nuclear ribonucleoprotein Sm-G	RNA.processing	NA
Tb927.11.14320	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.14330	hypothetical protein, conserved, ARM repeat, Zn binding, HECT E3 ligase	Ubiquitin.proteasome	NA
Tb927.11.14340	exportin 1 (XPO1)	Nuclear.transport	NA
Tb927.11.14370	hypothetical protein, conserved, tryp specific	ZUnknown	NA
Tb927.11.14380	Kinetoplast polyadenylation/uridylation factor 2	Mito.RNA	NA
Tb927.11.14390	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.1440	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.14400	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.14410	Ankyrin repeats (3 copies), putative	ZUnknown	NA
Tb927.11.14420	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.14430	proteasome regulatory non-ATP-ase subunit (RPN1)	Ubiquitin.proteasome	NA
Tb927.11.14440	PPR repeat family, putative	ZUnknown	2469
Tb927.11.14450	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.14460	ADP-ribosylation factor GTPase activating protein 1, putative	Vesicular.transport	NA
Tb927.11.14470	PTHB1 N-terminus/PTHB1 C-terminus, putative	ZUnknown	NA
Tb927.11.14480	ubiquitin carboxyl-terminal hydrolase, putative	Ubiquitin.proteasome	NA
Tb927.11.14490	RNA polymerase subunit, putative (RPB7)	RNA.synthesis	NA
Tb927.11.1450	2-oxoglutarate dehydrogenase E1 component, putative	Citric.acid.cycle	NA
Tb927.11.14500	Protein kinase domain containing protein, putative	ZUnknown	NA
Tb927.11.14510	hypothetical protein	ZUnknown	NA
Tb927.11.14520	polypeptide deformylase, putative	Enzyme	NA
Tb927.11.14530	WLM domain containing protein, putative	ZUnknown	NA
Tb927.11.14540	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.14550	PPPDE putative peptidase domain containing protein, putative	ZUnknown	NA
Tb927.11.14560	CPSF160 	RNA.processing	NA
Tb927.11.14570	LicD family, putative	ZUnknown	NA
Tb927.11.14580	RNA guanylyltransferase	RNA.processing	NA
Tb927.11.14590	G5-IP eIF4G5 interacting protein	Translation	NA
Tb927.11.1460	phosphatidylinositol (3,5) kinase, putative	Signalling	NA
Tb927.11.14600	procyclin-associated gene 2-like protein, putative	PAG	NA
Tb927.11.14610	procyclin-associated gene 4 (PAG4) protein, putative	PAG	NA
Tb927.11.14620	ESAG2, putative	ESAG	NA
Tb927.11.14630	ATP-dependent DEAD/H RNA helicase, putative, no clear yeast homologue	RNA.helicase	NA
Tb927.11.14640	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.14650	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.14660	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.14670	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.14680	ATR  kinase (phosphatidylinositol 3-related kinase)	Signalling	NA
Tb927.11.14690	Microtubule-binding protein MIP-T3, putative	ZUnknown	NA
Tb927.11.1470	65 kDa invariant surface glycoprotein (ISG65)	Membrane.protein	NA
Tb927.11.14700	hypothetical protein, conserved	Mito.pathway	NA
Tb927.11.14710	rRNA processing, putative	ZUnknown	NA
Tb927.11.14720	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.14730	Metalloprotease M41 FtsH, putative	Protease	NA
Tb927.11.14740	YqaJ-like viral recombinase domain containing protein, putative	ZUnknown	NA
Tb927.11.14750	PSP1 C-terminal conserved region, putative	ZUnknown	NA
Tb927.11.14760	Clustered mitochondria/Translation initiation factor eIF3 subunit 135, putative	ZUnknown	NA
Tb927.11.14770	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.14780	phosphomannose isomerase, putative	Glucose.glycerol	NA
Tb927.11.14790	DNA repair and recombination helicase protein PIF4	Mito.DNA	NA
Tb927.11.1480	GRESAG 4, putative receptor-type adenylate cyclase	GRESAG	NA
Tb927.11.14800	hypothetical protein, conserved, no domains, no yeast or human match	ZUnknown	NA
Tb927.11.14810	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.14820	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.14830	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.14840	CPC2, chromosomal passenger complex	Chromatin	NA
Tb927.11.14850	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.14860	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.14870	NAD  synthase, putative	Enzyme	NA
Tb927.11.14880	paraflagellar rod protein PFC9	Cytoskeleton	NA
Tb927.11.14890	DNA polymerase alpha/epsilon subunit B, putative	ZUnknown	NA
Tb927.11.14900	coatomer epsilon subunit, epsilon-COP COPE	Vesicular.transport	NA
Tb927.11.14910	protein phosphatase 2C, putative	Protein.phosphatase	NA
Tb927.11.14920	hypothetical protein, tryp specific, linked to pentamidine action	ZUnknown	NA
Tb927.11.14930	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.14940	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.14950	ZFP2	RNA.binding	NA
Tb927.11.14960	PUF7	rRNA.tRNA.process	NA
Tb927.11.14970	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.14980	Mitchondrial LSU ribosomal protein	Mito.translation	NA
Tb927.11.14990	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15000	survival of motor neuron (SMN)-like protein (TbSMN)	RNA.processing	NA
Tb927.11.15010	NEK21 protein kinase	Protein.kinase	NA
Tb927.11.15030	small GTPase (X3)	Vesicular.transport	NA
Tb927.11.15040	chaperonin HSP60, mitochondrial precursor	Mito.biogenesis	NA
Tb927.11.15050	Cation efflux family, putative	ZUnknown	NA
Tb927.11.15060	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15070	BBP119	Cytoskeleton	NA
Tb927.11.15080	Transmembrane proteins 14C, putative	ZUnknown	NA
Tb927.11.15090	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15100	Tb5.20 cytoskeletal protein	Cytoskeleton	NA
Tb927.11.15110	Vitamin B6 photo-protection and homoeostasis, putative	ZUnknown	NA
Tb927.11.15120	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15130	chaperone protein DNAj, putative	Chaperone	NA
Tb927.11.15140	hypothetical protein, conserved, no domains	ZUnknown	NA
Tb927.11.15150	1-acyl-sn-glycerol-3-phosphate acyltransferase, putative	Lipids	NA
Tb927.11.15160	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15170	ribosome biogenesis protein TSR3, putative (tsr3)	rRNA.tRNA.process	NA
Tb927.11.15180	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15190	Domain of unknown function (DUF4200), putative	ZUnknown	NA
Tb927.11.15200	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15210	Enriched in surface-labeled proteome protein 16 (ESP16)	ZUnknown	NA
Tb927.11.15220	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15230	cytosolic coat protein, putative	Vesicular.transport	NA
Tb927.11.15240	Ras-related protein RAB2B, putative	Vesicular.transport	NA
Tb927.11.15250	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15260	hypothetical protein	ZUnknown	NA
Tb927.11.15270	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15280	tRNA-sepcific adenosine deaminase (ADAT3)	rRNA.tRNA.process	NA
Tb927.11.15290	eRF1 methyltransferase catalytic subunit, putative	Translation	NA
Tb927.11.15300	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15310	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15320	hypothetical protein	ZUnknown	NA
Tb927.11.15330	phosphatidylinositol 3-kinase catalytic subunit, putative	Signalling	NA
Tb927.11.15340	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15350	RBP39	RNA.binding	NA
Tb927.11.15360	hypothetical protein, conserved, 3TM domains	ZUnknown	NA
Tb927.11.15370	hypothetical protein, conserved (TbKap123)	Nuclear.transport	NA
Tb927.11.15380	hypothetical protein	ZUnknown	NA
Tb927.11.15390	hypothetical protein	ZUnknown	NA
Tb927.11.1540	isovaleryl-coA dehydrogenase, putative	Amino.acids	NA
Tb927.11.15400	synaptobrevin, putative	ZUnknown	NA
Tb927.11.15410	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15420	eIF3K	Translation	NA
Tb927.11.15430	U5 small nuclear ribonucleoprotein U5-116K, putative	RNA.processing	NA
Tb927.11.15440	NADH-ubiquinone oxidoreductase complex I subunit, putative	Mito.e.transport	NA
Tb927.11.15460	ATP-dependent DEAD/H RNA helicase, putative, no clear yeast homologue	RNA.helicase	NA
Tb927.11.15470	methionyl-tRNA formyltransferase	Mito.pathway	NA
Tb927.11.15480	hypothetical, HSP20-like chaperone	Chaperone	NA
Tb927.11.15490	Tb-291 membrane associated protein, putative	Membrane.protein	NA
Tb927.11.1550	XRNF	RNA.degradation	NA
Tb927.11.15500	Mitchondrial LSU ribosomal protein	Mito.translation	NA
Tb927.11.15510	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15520	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15530	C-14 sterol reductase, putative	Sterols	NA
Tb927.11.15540	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15550	NADH-cytochrome b5 reductase, putative (B5R)	Mito.e.transport	NA
Tb927.11.15560	TbNup53a Inner ring FG Nup facing both sides	Nuclear.transport	NA
Tb927.11.15580	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15590	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.1560	1,2-Dihydroxy-3-keto-5-methylthiopentene dioxygenase, putative	Amino.acids	NA
Tb927.11.15600	histone deacetylase 2 (DAC2 or HDAC2)	Chromatin	NA
Tb927.11.15610	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15620	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15630	NOL1/NOP2/sun family, putative	ZUnknown	NA
Tb927.11.15640	mitochondrial RNA binding complex 1 subunit (MERS1)	Mito.RNA	NA
Tb927.11.15650	TUT4 cytosolic (?) TUTase	Mito.RNA	NA
Tb927.11.15660	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15670	hypothetical protein	ZUnknown	NA
Tb927.11.15680	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15690	U5 snRNP-associated 102 kDa protein,U5-102K  putative	RNA.processing	NA
Tb927.11.1570	hypothetical protein, conserved no matches	ZUnknown	NA
Tb927.11.15700	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15710	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15720	hypothetical protein	ZUnknown	NA
Tb927.11.15730	cyclic nucleotide-binding domain containing protein, putative	ZUnknown	NA
Tb927.11.15740	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15750	AMP deaminase, putative	Nucleotides	NA
Tb927.11.15760	GPI transamidase subunit Tta1 (TTA1)	GPI.anchors	NA
Tb927.11.15770	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15780	hypothetical protein, conserved, no clear yeast or human matches,  resemblance to MIC17 not blast-back positive	ZUnknown	NA
Tb927.11.15790	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.1580	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15800	CIF1	Cytoskeleton	NA
Tb927.11.15810	NADH dehydrogenase subunit NI2M, putative	Mito.e.transport	NA
Tb927.11.15820	superoxide dismutase, putative	Mito.pathway	NA
Tb927.11.15830	RNA methyltransferase, putative	rRNA.tRNA.process	NA
Tb927.11.15840	Amino acid transporter AAT16 Lys, Arg, high affinity Lysine	Amino.acid.transport	NA
Tb927.11.15850	kinetoplast poly(A) polymerase complex 1 subunit	Mito.RNA	NA
Tb927.11.15870	hypothetical protein, conserved, no human or yeast homologue	ZUnknown	NA
Tb927.11.15880	60S ribosomal protein L27	Ribosome	NA
Tb927.11.15890	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.1590	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15920	glutathione peroxidase, putative (PxIV)	Redox	NA
Tb927.11.15930	Probable TRAPP subunit 4	Vesicular.transport	NA
Tb927.11.15940	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15970	Guanine nucleotide exchange factor in Golgi transport N-terminal/Sec7 domain containing protein, putative	ZUnknown	NA
Tb927.11.15980	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.15990	TbNup109 Outer ring	Nuclear.transport	NA
Tb927.11.160	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.1600	tatD related deoxyribonuclease, putative	DNA	NA
Tb927.11.16000	exonuclease, putative	RNA.degradation	NA
Tb927.11.16010	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.16020	DRBD10	RNA.binding	NA
Tb927.11.16030	proteasome regulatory non-ATP-ase subunit 7 (RPN7)	Ubiquitin.proteasome	NA
Tb927.11.16040	prefoldin subunit, putative	ZUnknown	NA
Tb927.11.16050	HSP20 domain	Chaperone	NA
Tb927.11.16060	zinc finger protein, putative,predicted zinc finger protein	Zinc.finger	NA
Tb927.11.16070	TFIIH basal transcription factor subunit (p34)	RNA.synthesis	NA
Tb927.11.16080	Soluble NSF attachment protein, SNAP, putative	ZUnknown	NA
Tb927.11.16090	outer dynein arm docking complex, DC2	Cytoskeleton	NA
Tb927.11.1610	Exocyst complex component Sec6	Vesicular.transport	NA
Tb927.11.16100	ubiquitin carboxyl-terminal hydrolase, putative	Ubiquitin.proteasome	NA
Tb927.11.16110	FG-GAP repeat protein, putative,intergrin alpha chain protein, putative	Cytoskeleton	NA
Tb927.11.16120	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.16130	nucleoside diphosphate kinase (NDPK)	Nucleotides	NA
Tb927.11.16140	DNA replication licensing factor MCM7	DNA	NA
Tb927.11.16150	tubulin binding cofactor A, putative	Cytoskeleton	NA
Tb927.11.16160	ATP binding protein-like protein	ZUnknown	NA
Tb927.11.16170	hypothetical protein, conserved, signal peptide	ZUnknown	NA
Tb927.11.16180	hypothetical protein	ZUnknown	NA
Tb927.11.16190	hypothetical protein	ZUnknown	NA
Tb927.11.1620	hypothetical protein, conserved	Mito.pathway	NA
Tb927.11.16200	microtubule-associated protein,corset-associated protein 17 (CAP17)	Cytoskeleton	1412
Tb927.11.16210	CARP1 cyclic nucleotide-binding protein, putative	Signalling	NA
Tb927.11.16220	Complex III cytochrome b/c complex	Mito.e.transport	NA
Tb927.11.16230	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.16240	RING-variant domain containing protein, putative	ZUnknown	NA
Tb927.11.16250	PPR9, mitochondrial	Mito.RNA	NA
Tb927.11.16260	SPRY domain/HECT-domain (ubiquitin-transferase), putative	ZUnknown	NA
Tb927.11.16270	DNAexcision  repair helicase XPBR	DNA	NA
Tb927.11.16280	60S ribosomal protein L2 L8	Ribosome	NA
Tb927.11.16290	AUT2/APG4/ATG4 cysteine peptidase, putative (ATG4.1)	Lysosome	NA
Tb927.11.1630	Mitchondrial LSU ribosomal protein	Mito.translation	NA
Tb927.11.16300	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.16310	myosin heavy chain, putative, in MCM-BP-TAP	Cytoskeleton	NA
Tb927.11.16320	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.16330	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.16340	Importin-beta N-terminal domain/HEAT-like repeat, putative	ZUnknown	NA
Tb927.11.16350	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.16360	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.16370	SHQ1 protein, putative	ZUnknown	NA
Tb927.11.16380	TPR repeat, putative	ZUnknown	NA
Tb927.11.16390	(CKS1 cyclin dependent kinases regulatory subunit, putative	Cell.cycle	NA
Tb927.11.1640	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.16400	kinetoplast DNA-associated protein, putative	Mito.DNA	NA
Tb927.11.16410	enolase, putative	Glucose.glycerol	NA
Tb927.11.16420	Methyltransferase TYW3, putative	ZUnknown	NA
Tb927.11.16430	18 kDa ER-associated protein (ERAP18)	Vesicular.transport	NA
Tb927.11.16440	Transmembrane protein 18, putative	ZUnknown	NA
Tb927.11.16450	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.16460	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.16470	hypothetical protein, conserved, no domains, K-specific	ZUnknown	NA
Tb927.11.16480	enoyl-CoA hydratase/isomerase family protein, putative	Lipids	NA
Tb927.11.16490	MTAP associated with MTr1 cap methyltransferase	RNA.processing	NA
Tb927.11.1650	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.16500	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.16510	cytochrome b/c1 complex component, putative	Mito.e.transport	NA
Tb927.11.16520	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.16530	hypothetical protein, conserved	Mito.pathway	NA
Tb927.11.16540	Roadblock/LC7 domain containing protein, putative	ZUnknown	NA
Tb927.11.16550	ZC3H46	RNA.binding	NA
Tb927.11.16560	CMP-sialic acid transporter, putative	Glycans	NA
Tb927.11.16570	ATP-dependent DEAD/H RNA helicase, putative, no clear yeast homologue	RNA.helicase	NA
Tb927.11.16580	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.16590	RBP37	RNA.binding	NA
Tb927.11.1660	vesicular transport protein (CDC48 homologue), putative	Vesicular.transport	NA
Tb927.11.16600	EAP2 exosome-associated protein 2	RNA.degradation	NA
Tb927.11.16610	zinc-finger of a C2HC-type, putative	Zinc.finger	NA
Tb927.11.16620	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.16630	major facilitator superfamily, putative	ZUnknown	NA
Tb927.11.16640	Uncharacterised protein family UPF0564, putative	ZUnknown	NA
Tb927.11.16650	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.16660	Dopey, N-terminal, putative	ZUnknown	NA
Tb927.11.16670	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.16680	tRNA pseudouridine synthase D (TruD), putative	ZUnknown	NA
Tb927.11.16690	chloride channel protein, putative	Ions	NA
Tb927.11.1670	ISCS2, NFS cysteine desulfurase	Amino.acids	NA
Tb927.11.16700	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.16710	hypothetical protein, conserved	ZUnknown	NA
Tb927.11.16720	CYC6,mitotic cyclin	Cell.cycle	NA
Tb927.11.16730	dihydrolipoyl dehydrogenase (GCVL-2)	Citric.acid.cycle	NA
Tb927.11.16740	chaperone protein DNAj, putative	Chaperone	NA
Tb927.11.16750	hypothetical protein, conserved	Mito.pathway	NA
